"","peiid","User.Site.ID","siteiid","site_id","obs_date","utmzone","utmeasting","utmnorthing","x","y","horizdatnm","Std.Longitude","Std.Latitude","gpspositionalerror","describer","pedonpurpose","pedontype","pedlabsampnum","labdatadescflag","tsectstopnum","tsectinterval","utransectid","tsectkind","tsectselmeth","elev_field","slope_field","aspect_field","plantassocnm","earthcovkind1","earthcovkind2","erocl","bedrckdepth","bedrckkind","bedrckhardness","hillslopeprof","geomslopeseg","shapeacross","shapedown","slopecomplex","drainagecl","geomposhill","geomposmntn","geomposflats","slope_shape","classdate","classifier","classtype","Current.Taxon.Name","localphase","taxonkind","seriesstatus","taxpartsize","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","soiltaxedition","osdtypelocflag","taxmoistcl","taxtempregime","taxfamother","psctopdepth","pscbotdepth","selection_method","ecositeid","ecositenm","ecositecorrdate","es_classifier","es_selection_method","argillic.horizon","ochric.epipedon","albic.horizon","spodic.horizon","ortstein","duripan","cambic.horizon","paralithic.contact","lithic.contact","aquic.conditions","redox.concentrations","reduced.matrix","anthropic.epipedon","mollic.epipedon","sapric.soil.materials","marl","limnic.materials","endosaturation","redox.depletions.with.chroma.2.or.less","natric.horizon","mottles.with.chroma.2.or.less","densic.materials","histic.epipedon","umbric.epipedon","agric.horizon","glossic.horizon","coprogenous.earth","fragipan","lamellae","calcic.horizon","densic.contact","free.carbonates","lithologic.discontinuity","interfingering.of.albic.materials","fibric.soil.materials","secondary.carbonates","hemic.soil.materials","albic.materials","episaturation","abrupt.textural.change","fragic.soil.properties","placic.horizon","strongly.contrasting.particle.size.class","human.transported.material","artifacts","resistant.minerals","sulfidic.materials","sulfuric.horizon","weatherable.minerals","surface_fgravel","surface_gravel","surface_cobbles","surface_stones","surface_boulders","surface_channers","surface_flagstones","surface_paragravel","surface_paracobbles","landform_string","pmkind","pmorigin","Current.Taxonomic.Class","distance","distance2"
"8692","567975","1963MI037011",828602,"1963MI037011",1963-09-01,NA,NA,NA,-84.4251937866211,42.9089736938477,"NAD83",-84.4251944,42.9089722,NA,"David A. Lietzke","soil survey inventory","undefined observation",NA,0,NA,NA,NA,NA,NA,240.699996948242,0,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover","0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-11-29 00:00:00,"M. Bromley","correlated","Edselton",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"backswamp & flood plain & moraine","organic, unspecified & marl & outwash","NA","mesic, limnic haplosaprists",308993.457904001,1
"8693","567976","1973MI037002",828603,"1973MI037002",2012-11-29,NA,NA,NA,-84.7233581542969,42.8900527954102,"NAD83",-84.7233611,42.8900556,NA,NA,"soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,231,0,NA,NA,NA,NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-11-29 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"closed depression & moraine","organic, unspecified & coprogenic material & marl","NA","mesic, limnic haplosaprists",280662.532419169,1
"8694","567977","1986MI027001",828604,"1986MI027001",1986-11-01,NA,NA,NA,-86.148193359375,42.0323600769043,"NAD83",-86.1481944,42.0323611,NA,"William L. Bowman, Cheryl L. English","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,223.399993896484,0,NA,NA,"tree cover",NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-12-03 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"closed depression & lakebed (relict)","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",105304.049901953,1
"8695","567978","1984MI027001",828605,"1984MI027001",1984-08-04,NA,NA,NA,-86.1677474975586,41.8251113891602,"NAD83",-86.16775,41.8251111,NA,"William L. Bowman, Mary Dugan","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,231.5,0,NA,NA,"crop cover","row crop",NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-12-03 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"closed depression & outwash plain","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",96338.9578445599,1
"8696","567979","1975MI027001",828606,"1975MI027001",1975-08-12,NA,NA,NA,-85.9554443359375,42.055721282959,"NAD83",-85.9554444,42.0557222,NA,NA,"soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,262,0,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover","0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-12-03 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"lakebed (relict) & moraine","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",124825.943092603,1
"8697","567980","1990MI025009",828607,"1990MI025009",1990-05-24,NA,NA,NA,-84.8991928100586,42.1069145202637,"NAD83",-84.8991944,42.1069167,NA,"Stephen W. Tardy","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,294.100006103516,0,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover","0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-12-04 00:00:00,"Matt Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"lakebed (relict) & glacial drainage channel","organic, unspecified & marl","NA","mesic, limnic haplosaprists",231862.089197092,1
"8698","567981","1990MI025029",828608,"1990MI025029",1990-06-29,NA,NA,NA,-85.0863876342773,42.2036933898926,"NAD83",-85.0863889,42.2036944,NA,"Stephen W. Tardy, Richard W. Neilson, Scott F. Swank, Jonathon D. Reedstrom, MB","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,280.299987792969,1,270,NA,"grass/herbaceous cover","other grass/herbaceous cover","1",NA,NA,NA,"toeslope",NA,NA,"linear",NA,"very poorly","base slope",NA,NA,NA,2012-12-04 00:00:00,"Matt Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"backswamp & glacial drainage channel","organic, unspecified & marl","NA","mesic, limnic haplosaprists",215725.662375971,1
"8699","567982","1975MI021158",828611,"1975MI021158",1975-06-13,NA,NA,NA,-86.2797470092773,42.1649475097656,"NAD83",-86.27975,42.1649444,NA,"Jerry D. Larson, David E. Walling, Dan L. Tippy","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,202.800003051758,0,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover",NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-12-05 00:00:00,"Matt Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"closed depression & glacial drainage channel","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",100519.600828677,1
"8700","567983","1974MI021042",828612,"1974MI021042",1974-07-01,16,NA,NA,-86.5716094970703,41.7840270996094,"NAD83",-86.5716111,41.7840278,NA,"Jerry D. Larson, David E. Walling, Dan L. Tippy","soil survey inventory","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,200.5,0,NA,NA,"crop cover","row crop",NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-12-05 00:00:00,"Matt Bromley","correlated","Aurelius",NA,"taxadjunct","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"lakebed (relict) & lake plain","organic, woody material & coprogenic material & marl & glaciolacustrine deposits","NA","mesic, limnic haplosaprists",54429.7327877198,1
"8701","567984","1956MI015012",828613,"1956MI015012",1956-09-19,NA,NA,NA,-85.3384780883789,42.7032775878906,"NAD83",-85.3384722,42.7032778,NA,NA,"soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,259.100006103516,1,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover",NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-12-07 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"moraine","organic, unspecified & marl","NA","mesic, limnic haplosaprists",215159.987361136,1
"8702","567985","1984MI015006",828614,"1984MI015006",1984-09-11,NA,NA,NA,-85.4753036499023,42.674747467041,"NAD83",-85.4753056,42.67475,NA,"William E. Perkis, Karl Hausler","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,225,0,NA,NA,"shrub cover","native shrubs",NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-12-07 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"lakebed (relict) & outwash plain","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",201558.668074974,1
"8703","567986","1986MI023001",828615,"1986MI023001",2012-12-10,NA,NA,NA,-84.8556365966797,41.8468894958496,"NAD83",-84.8556389,41.8468889,NA,NA,"soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,310.799987792969,NA,NA,NA,NA,NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-12-10 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",231815.341557073,1
"8704","567987","1972MI049001",828616,"1972MI049001",2012-12-10,NA,NA,NA,-83.6779708862305,42.8730812072754,"NAD83",-83.6779722,42.8730833,NA,NA,"soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,258,0,NA,NA,NA,NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-12-10 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"lakebed (relict) & moraine","organic, unspecified & marl","NA","mesic, limnic haplosaprists",378444.494470599,1
"8705","567988","1979MI057001",828617,"1979MI057001",2012-12-10,NA,NA,NA,-84.7921905517578,43.2931098937988,"NAD83",-84.7921944,43.2931111,NA,NA,"soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,232.800003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2012-12-10 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",299467.230666768,1
"8706","567989","1990MI059004",828618,"1990MI059004",2012-12-11,NA,NA,NA,-84.7884979248047,41.7194442749023,"NAD83",-84.7885,41.7194444,NA,NA,"soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,301.899993896484,NA,NA,NA,NA,NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-12-11 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"lakebed (relict) & moraine","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",237896.642196928,1
"8707","567990","1979MI077001",828619,"1979MI077001",2012-12-11,NA,NA,NA,-85.4227447509766,42.0938606262207,"NAD83",-85.42275,42.0938611,NA,NA,"soil survey inventory","representative pedon for component",NA,0,NA,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-12-11 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"lakebed (relict) & moraine","organic, unspecified & marl","NA","mesic, limnic haplosaprists",178735.891956437,1
"8708","567991","1974MI093001",828620,"1974MI093001",2012-12-12,NA,NA,NA,-84.0321044921875,42.5849151611328,"NAD83",-84.0321111,42.5849167,NA,NA,"soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,271.899993896484,NA,NA,NA,NA,NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-12-12 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"closed depression & glacial drainage channel","organic, unspecified & marl","NA","mesic, limnic haplosaprists",332996.615446743,1
"8709","567992","1977MI107002",828621,"1977MI107002",1977-05-18,NA,NA,NA,-85.340950012207,43.6264686584473,"NAD83",-85.3409444,43.6264722,NA,"Paul G. Corder","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,302.600006103516,0,NA,NA,"tree cover",NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-12-13 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel & moraine","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",284186.17955704,1
"8710","567993","1981MI107001",828622,"1981MI107001",1981-06-19,16,NA,NA,-85.3833084106445,43.7602500915527,"NAD83",-85.3833056,43.76025,NA,"Paul L. Wernette","soil survey inventory","undefined observation",NA,0,NA,NA,NA,NA,NA,308.600006103516,0,NA,NA,"tree cover",NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-12-13 00:00:00,"M. Bromley","correlated","Edselton",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,107,137,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"drainageway & moraine","organic, herbaceous material & marl & outwash","NA","mesic, limnic haplosaprists",293172.56018745,1
"8711","567994","1979MI107206",828623,"1979MI107206",1979-07-26,NA,NA,NA,-85.3681106567383,43.7121963500977,"NAD83",-85.3681111,43.7121944,NA,"Donald Jossie","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,303.299987792969,0,NA,NA,"grass/herbaceous cover","marshland",NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2012-12-14 00:00:00,"M. Bromley","correlated","Edwards",NA,"series","established","not used","histosols","saprists","haplosaprists","limnic haplosaprists","eleventh edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"fen & moraine","organic, herbaceous material & marl","NA","mesic, limnic haplosaprists",289879.512254233,1
