"","peiid","User.Site.ID","siteiid","site_id","obs_date","utmzone","utmeasting","utmnorthing","x","y","horizdatnm","Std.Longitude","Std.Latitude","gpspositionalerror","describer","pedonpurpose","pedontype","pedlabsampnum","labdatadescflag","tsectstopnum","tsectinterval","utransectid","tsectkind","tsectselmeth","elev_field","slope_field","aspect_field","plantassocnm","earthcovkind1","earthcovkind2","erocl","bedrckdepth","bedrckkind","bedrckhardness","hillslopeprof","geomslopeseg","shapeacross","shapedown","slopecomplex","drainagecl","geomposhill","geomposmntn","geomposflats","slope_shape","classdate","classifier","classtype","Current.Taxon.Name","localphase","taxonkind","seriesstatus","taxpartsize","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","soiltaxedition","osdtypelocflag","taxmoistcl","taxtempregime","taxfamother","psctopdepth","pscbotdepth","selection_method","ecositeid","ecositenm","ecositecorrdate","es_classifier","es_selection_method","argillic.horizon","ochric.epipedon","albic.horizon","spodic.horizon","ortstein","duripan","cambic.horizon","paralithic.contact","lithic.contact","aquic.conditions","redox.concentrations","reduced.matrix","anthropic.epipedon","mollic.epipedon","sapric.soil.materials","marl","limnic.materials","endosaturation","redox.depletions.with.chroma.2.or.less","natric.horizon","mottles.with.chroma.2.or.less","densic.materials","histic.epipedon","umbric.epipedon","agric.horizon","glossic.horizon","coprogenous.earth","fragipan","lamellae","calcic.horizon","densic.contact","free.carbonates","lithologic.discontinuity","interfingering.of.albic.materials","fibric.soil.materials","secondary.carbonates","hemic.soil.materials","albic.materials","episaturation","abrupt.textural.change","fragic.soil.properties","placic.horizon","strongly.contrasting.particle.size.class","human.transported.material","artifacts","resistant.minerals","sulfidic.materials","sulfuric.horizon","weatherable.minerals","surface_fgravel","surface_gravel","surface_cobbles","surface_stones","surface_boulders","surface_channers","surface_flagstones","surface_paragravel","surface_paracobbles","landform_string","pmkind","pmorigin","Current.Taxonomic.Class","distance","distance2"
"2035","257494","S74IN181001",259107,"S74IN181001",2007-09-07,16,530169.75,4522575.74,-86.6420516967773,40.8536376953125,"NAD83",-86.6420556,40.8536389,NA,NA,"full pedon description","OSD pedon",NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2014-11-06 00:00:00,NA,"correlated","Ackerman",NA,"series","established","sandy","inceptisols","aquepts","humaquepts","histic humaquepts","twelfth edition",1,NA,"mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,"sandy, mesic, histic humaquepts",99573.4217981814,1
"2044","257510","1977MI065001",259123,"1977MI065001",2007-09-07,16,705042.6,4714605.12,-84.5023498535156,42.5565948486328,"WGS84",-84.50235,42.5565972,NA,NA,"full pedon description","OSD pedon",NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2007-10-03 20:46:09,NA,"correlated","Aurelius",NA,"series",NA,"fine-silty","inceptisols","aquepts","humaquepts","histic humaquepts",NA,0,NA,NA,NA,NA,NA,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,"fine-silty, histic humaquepts",285826.30876216,1
"2046","257514","1923MI155001",259127,"1923MI155001",2007-09-07,16,741463.69,4745423.14,-84.0461120605469,42.8232078552246,"WGS84",-84.0461111,42.8232083,NA,"unknown","full pedon description","OSD pedon",NA,0,NA,NA,NA,NA,NA,258.799987792969,0,NA,NA,NA,NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2016-02-19 00:00:00,"Matt Bromley","correlated","Carlisle",NA,"series","established","not used","histosols","saprists","haplosaprists","typic haplosaprists","twelfth edition",0,"aquic","mesic","not used",NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"depression & moraine","organic, woody material","NA","mesic, typic haplosaprists",340839.548779103,1
"2065","261472","1982MI005042",262995,"1982MI005042",2007-11-21,16,NA,NA,-85.6703033447266,42.6556663513184,"NAD83",-85.6703056,42.6556667,NA,"PC, William C. Anzalone","full pedon description","within range of map unit",NA,0,NA,NA,NA,NA,NA,223,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2007-11-21 00:00:00,NA,"sampled as","Palms",NA,"series","established","loamy","histosols","saprists","haplosaprists","terric haplosaprists","tenth edition",0,NA,"mesic",NA,NA,NA,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"outwash plain","organic, herbaceous material & lacustrine deposits","NA","loamy, mesic, terric haplosaprists",183882.371277035,1
"2803","281919","S05IN149001",282670,"S2005IN149001",2007-05-07,16,530830,4568070,-86.6319427490234,41.2633323669434,"NAD83",-86.6319427,41.2633324,NA,"JRB-JWH-DWW-SLM-RAB-DAG","full pedon description","TUD pedon","06N0648",0,NA,NA,NA,NA,NA,216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2008-04-17 19:23:52,NA,"correlated","Toto",NA,"series",NA,NA,"histosols","saprists","haplosaprists","limnic haplosaprists","tenth edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"depression","organic, herbaceous material & coprogenic material & marl & outwash","NA","mesic, limnic haplosaprists",63212.8029970529,1
"2897","296590","S07MI121001",297037,"F07MI121001",2007-05-10,16,NA,NA,-86.2207489013672,43.4181632995605,"NAD83",-86.2207489,43.4181671,NA,"J Scott Eversoll, Matt Bromley, Steve Tardy","full pedon description","within range of map unit","07N0555",0,NA,NA,NA,NA,NA,191,0,NA,NA,NA,NA,"0",NA,NA,NA,"toeslope",NA,"linear","linear","complex","very poorly","base slope",NA,NA,"linear / linear",2011-07-03 05:18:54,NA,"correlated","Martisco",NA,"series",NA,NA,"histosols","saprists","haplosaprists","limnic haplosaprists","tenth edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"closed depression & pitted outwash plain","organic, unspecified & marl","NA","mesic, limnic haplosaprists",215631.012186205,1
"2907","296603","S07MI121008",297051,"S2007MI121008",2007-07-24,16,NA,NA,-86.1957473754883,43.4096412658691,"NAD83",-86.1957474,43.4096375,NA,"E. Segar, J. Eversoll, M. Bromley, S. Tardy","full pedon description","within range of map unit","07N0717",0,NA,NA,NA,NA,NA,202.5,0,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover","0",NA,NA,NA,"toeslope",NA,"linear","linear","simple","very poorly","base slope",NA,"talf","linear / linear",2011-07-03 05:18:55,NA,"correlated","Houghton",NA,"series",NA,NA,"histosols","saprists","haplosaprists","typic haplosaprists","tenth edition",0,"udic","mesic",NA,25,102,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"marsh & pitted outwash plain","organic, unspecified","NA","mesic, typic haplosaprists",215855.6304357,1
"2908","296604","S07MI121009",297052,"F07MI121009",2007-07-24,16,NA,NA,-86.1186447143555,43.4174156188965,"NAD83",-86.1186371,43.4174156,NA,"J Scott Eversoll, Matt Bromley, Steve tardy, and Erin Segar","full pedon description","within range of map unit","07N0718",0,NA,NA,NA,NA,NA,217,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,"talf",NA,2011-07-03 05:18:55,NA,"correlated","Pinnebog",NA,"series",NA,NA,"histosols","saprists","haplosaprists","hemic haplosaprists","tenth edition",0,"udic","mesic",NA,0,160,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"pitted outwash plain","organic, unspecified & marl","NA","mesic, hemic haplosaprists",220144.586827311,1
"2910","296606","S07MI121011",297054,"F07MI121011",2007-07-30,16,NA,NA,-86.1454391479492,43.4131393432617,"NAD83",-86.1454468,43.4131393,NA,"J Scott Eversoll, Erin Segar, Matt Bromley","full pedon description","within range of map unit","07N0720",0,NA,NA,NA,NA,NA,210,NA,0,NA,NA,NA,"0",NA,NA,NA,NA,NA,"linear","linear","simple","very poorly",NA,NA,"talf","linear / linear",2011-07-03 05:18:55,NA,"correlated","Pine Island",NA,"series",NA,NA,"histosols","fibrists","sphagnofibrists","typic sphagnofibrists","tenth edition",0,"udic","mesic",NA,0,160,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"bog & lake plain","organic, mossy material & organic, unspecified","NA","mesic, typic sphagnofibrists",218472.427590739,1
"2926","296678","S01IN141001",297108,"S2001IN141001",2001-09-13,16,556974,4610965,-86.3158111572266,41.6483306884766,"NAD83",-86.3158035,41.6483345,NA,"David Gehring, Shane McBurnett, Rick Neilson","full pedon description","OSD pedon","02N0755",0,NA,NA,NA,NA,NA,216.399993896484,0,0,NA,NA,NA,"0",NA,NA,NA,"toeslope","depression","linear","linear","simple","very poorly",NA,NA,NA,"linear / linear",2011-07-03 05:18:56,NA,"correlated","Martisco",NA,"series",NA,"fine-silty","inceptisols","aquepts","humaquepts","histic humaquepts","ninth edition",0,"aquic","mesic",NA,30,100,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"outwash plain","organic, unspecified & marl","NA","fine-silty, mesic, histic humaquepts",79001.3573687074,1
"2933","296953","F2008MI045001",297381,"F2008MI045001",2008-06-03,16,NA,NA,-84.6243896484375,42.5140266418457,"NAD83",-84.6243889,42.5140278,NA,"J Scott Eversoll, Matt Bromley, Erin Segar","full pedon description","within range of map unit","08N0651",0,NA,NA,NA,NA,NA,270,1,60,NA,NA,NA,"0",NA,NA,NA,"toeslope",NA,"linear","linear","simple","very poorly",NA,NA,"dip","linear / linear",2008-06-03 00:00:00,NA,"sampled as","Toto",NA,NA,NA,"not used","histosols","saprists","haplosaprists","limnic haplosaprists","tenth edition",0,"aquic","mesic",NA,0,130,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel & outwash plain","organic, unspecified & marl & outwash","NA","mesic, limnic haplosaprists",272284.542493561,1
"3407","309114","F2008MI045001",309109,"F2008MI045001",2008-06-03,16,NA,NA,-84.6243896484375,42.5140266418457,"NAD83",-84.6243896,42.5140266,NA,"J Scott Eversoll, Matt Bromley and Erin Segar","full pedon description","within range of map unit","08N0651",0,NA,NA,NA,NA,NA,270,1,60,NA,NA,NA,"0",NA,NA,NA,"toeslope",NA,"linear","linear","simple","very poorly",NA,NA,"dip","linear / linear",2008-06-13 00:00:00,NA,"sampled as","Toto",NA,NA,NA,NA,"histosols","saprists","haplosaprists","limnic haplosaprists","tenth edition",0,"aquic","mesic",NA,0,130,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel & outwash plain","organic, unspecified & marl & outwash","NA","mesic, limnic haplosaprists",272284.427377112,1
"3442","312653","2008MI139010",312544,"2008MI139010",2008-09-26,16,NA,NA,-86.1461334228516,42.9149475097656,"NAD83",-86.1461389,42.9149444,NA,"M. Bromley","full pedon description","within range of map unit","09N0204",0,NA,NA,NA,NA,NA,183.5,1,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"complex","very poorly",NA,NA,"dip",NA,2008-09-26 00:00:00,NA,"sampled as","Antung",NA,NA,NA,"sandy","inceptisols","aquepts","humaquepts","histic humaquepts","tenth edition",0,NA,"mesic",NA,NA,NA,"single record",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"lake plain","organic, woody material & lacustrine deposits","NA","sandy, mesic, histic humaquepts",170517.2184982,1
"3743","313455","1976IN169009",313005,"1976IN169009",1976-07-13,16,589086.58,4543469.25,-85.9401321411133,41.0375747680664,"NAD83",-85.9401333,41.037575,NA,"Ruesch and Lefforge","full pedon description",NA,"WB7609",0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2009-03-27 15:05:39,NA,"correlated","Wallkill",NA,NA,NA,"fine","entisols","aquents","fluvaquents","thapto-histic fluvaquents",NA,0,NA,NA,NA,NA,NA,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"depression","alluvium & organic, unspecified","NA","fine, thapto-histic fluvaquents",136400.570445347,1
"3773","313504","1978IN085005",313054,"1978IN085005",1978-09-20,16,610510.01,4585827.3,-85.6776504516602,41.4164085388184,"NAD83",-85.67765,41.4164056,NA,"Staley","full pedon description",NA,"KO7805",0,NA,NA,NA,NA,NA,262.899993896484,0,NA,NA,NA,NA,"0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2009-03-27 15:05:33,NA,"correlated","Palms",NA,NA,NA,NA,"histosols","saprists","medisaprists","terric medisaprists",NA,0,NA,NA,NA,NA,NA,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"outwash plain","organic, unspecified & outwash & outwash","NA","NA, terric medisaprists",147682.870390002,1
"3860","313681","1979IN075002",313208,"1979IN075002",1979-05-14,16,659445.05,4489913.97,-85.1170883178711,40.5446472167969,"NAD83",-85.1170889,40.5446472,NA,"Kluess and Hartman","full pedon description",NA,"JY7902",0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2009-03-27 15:05:36,NA,"correlated","Wallkill",NA,NA,NA,"fine","entisols","aquents","fluvaquents","thapto-histic fluvaquents",NA,0,NA,NA,NA,NA,NA,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"depression","lacustrine deposits & organic, unspecified & organic, unspecified","NA","fine, thapto-histic fluvaquents",237962.896652929,1
"4064","314135","1980IN107029",313662,"1980IN107029",1980-10-06,16,496950.59,4431894.83,-87.0357437133789,40.0372734069824,"NAD83",-87.0357444,40.0372722,NA,"Hosteter and Wolf","full pedon description",NA,"MY8029",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2009-03-27 15:05:50,NA,"correlated","Wallkill",NA,NA,NA,"fine-silty","entisols","aquents","fluvaquents","thapto-histic fluvaquents",NA,0,NA,NA,NA,NA,NA,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"kettle","alluvium & organic, unspecified","NA","fine-silty, thapto-histic fluvaquents",179632.130100472,1
"4065","314136","1980IN183017",313663,"1980IN183017",1980-10-20,16,618629.23,4557416.66,-85.5860595703125,41.1594085693359,"NAD83",-85.5860583,41.1594083,NA,"Langer","full pedon description",NA,"WL8017",0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2009-03-27 15:05:44,NA,"correlated","Wallkill",NA,NA,NA,"fine-loamy","entisols","aquents","fluvaquents","thapto-histic fluvaquents",NA,0,NA,NA,NA,NA,NA,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"depression","alluvium & organic, unspecified","NA","fine-loamy, thapto-histic fluvaquents",164265.04065672,1
"4092","314256","1980IN007036",313891,"1980IN007036",1980-10-08,16,471331.41,4495841.06,-87.3389053344727,40.6128883361816,"NAD83",-87.3389056,40.6128917,NA,"Barnes and Biberdorf","full pedon description",NA,"BE8036",0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2009-03-27 15:05:44,NA,"correlated","Wallkill",NA,NA,NA,"fine-loamy","entisols","aquents","fluvaquents","thapto-histic fluvaquents",NA,0,NA,NA,NA,NA,NA,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"depression","organic, unspecified","NA","fine-loamy, thapto-histic fluvaquents",118754.880815244,1
"4194","314416","1986IN111002",314295,"1986IN111002",1986-05-12,16,468651,4542838.11,-87.3729553222656,41.0361595153809,"NAD83",-87.3729556,41.0361583,NA,"Shively","full pedon description",NA,"NW8602",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2009-03-27 15:05:36,NA,"correlated","Wallkill",NA,NA,NA,"fine","entisols","aquents","fluvaquents","thapto-histic fluvaquents",NA,0,NA,NA,NA,NA,NA,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"lake plain","lacustrine deposits & organic, unspecified","NA","fine, thapto-histic fluvaquents",75130.3651884523,1
"4236","319278","S08MI139010",318897,"F2008MI139010",2008-09-26,16,NA,NA,-86.1461334228516,42.9149475097656,"NAD83",-86.1461411,42.9149437,NA,"M. Bromley","full pedon description","within range of map unit","09N0204",0,NA,NA,NA,NA,NA,183.5,1,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"complex","very poorly",NA,NA,"dip",NA,2008-09-26 00:00:00,NA,"sampled as","Antung",NA,NA,NA,"sandy","inceptisols","aquepts","humaquepts","histic humaquepts","tenth edition",0,NA,"mesic",NA,NA,NA,"single record",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"lake plain","organic, woody material & lacustrine deposits","NA","sandy, mesic, histic humaquepts",170517.024731906,1
"4263","325138","1978MI005011",324275,"1978MI005011",1978-05-17,NA,NA,NA,-85.7519149780273,42.7101669311523,"NAD83",-85.7519167,42.7101667,NA,"Lyle H. Linsemier, DS, TB","full pedon description","within range of map unit",NA,0,NA,NA,NA,NA,NA,211.800003051758,0,NA,NA,NA,NA,"0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2009-01-22 15:38:29,NA,"correlated","Houghton",NA,"series",NA,"not used","histosols","saprists","haplosaprists","typic haplosaprists","tenth edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"marsh & moraine","organic, grassy material","NA","mesic, typic haplosaprists",181096.305307723,1
"4295","327248","1978MI005021",326297,"1978MI005021",1978-12-05,NA,NA,NA,-85.5566940307617,42.5767784118652,"NAD83",-85.5566944,42.5767778,NA,"DS, PB, TB","full pedon description","map unit inclusion",NA,0,NA,NA,NA,NA,NA,226.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2009-01-22 16:32:21,NA,"correlated","Palms",NA,"series",NA,"loamy","histosols","saprists","haplosaprists","terric haplosaprists","tenth edition",0,"aquic","mesic",NA,91,130,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"outwash plain","organic, herbaceous material & outwash","NA","loamy, mesic, terric haplosaprists",188470.578093043,1
