"phase","Taxon","order","Plant.Symbol","Plant.Type","Nativity","Cover.Low","Cover.High","Canopy.Bottom","Canopy.Top"
"tamarack swamp","Sanicula odorata",6,"SAOD","Forb/Herb","Native",0,0.1,0.1,0.3
"tamarack swamp","Scrophularia lanceolata",6,"SCLA","Forb/Herb","Native",0,0.1,0.1,0.5
"tamarack swamp","Scutellaria lateriflora",6,"SCLA2","Forb/Herb","Native",0,0.1,0.2,0.4
"tamarack swamp","Viola striata",6,"VIST3","Forb/Herb","Native",0,0.1,0.1,0.2
"tamarack swamp","Actaea rubra",6,"ACRU2","Forb/Herb","Native",0,0,0.3,0.5
"tamarack swamp","Aquilegia canadensis",6,"AQCA","Forb/Herb","Native",0,0,0.3,0.5
"tamarack swamp","Bartonia virginica",6,"BAVI3","Forb/Herb","Native",0,0,0.1,0.3
"tamarack swamp","Bidens tripartita",6,"BITR","Forb/Herb","Native",0,0,0.3,0.5
"tamarack swamp","Cardamine bulbosa",6,"CABU3","Forb/Herb","Native",0,0,0.1,0.3
"tamarack swamp","Cypripedium parviflorum",6,"CYPA19","Forb/Herb","Native",0,0,0.1,0.3
"tamarack swamp","Fragaria vesca",6,"FRVE","Forb/Herb","Native",0,0,0,0.1
"tamarack swamp","Geranium maculatum",6,"GEMA","Forb/Herb","Native",0,0,0.1,0.3
"tamarack swamp","Helianthus giganteus",6,"HEGI","Forb/Herb","Native",0,0,0.5,1
"tamarack swamp","Laportea canadensis",6,"LACA3","Forb/Herb","Native",0,0,0.3,0.5
"tamarack swamp","Lilium michiganense",6,"LIMI9","Forb/Herb","Native",0,0,0.5,1
"tamarack swamp","Lycopus americanus",6,"LYAM","Forb/Herb","Native",0,0,0.1,0.3
"tamarack swamp","Maianthemum racemosum",6,"MARA7","Forb/Herb","Native",0,0,0.1,0.3
"tamarack swamp","Maianthemum stellatum",6,"MAST4","Forb/Herb","Native",0,0,0.1,0.3
"tamarack swamp","Medeola virginiana",6,"MEVI","Forb/Herb","Native",0,0,0.1,0.3
"tamarack swamp","Mentha arvensis",6,"MEAR4","Forb/Herb","Native",0,0,0.3,0.5
"tamarack swamp","Osmorhiza claytonii",6,"OSCL","Forb/Herb","Native",0,0,0.1,0.3
"tamarack swamp","Polygonatum biflorum",6,"POBI2","Forb/Herb","Native",0,0,0.4,1
"tamarack swamp","Solidago gigantea",6,"SOGI","Forb/Herb","Native",0,0,0.3,0.5
"tamarack swamp","Symphyotrichum lanceolatum",6,"SYLA6","Forb/Herb","Native",0,0,0.5,1
"tamarack swamp","Symphyotrichum lateriflorum",6,"SYLA4","Forb/Herb","Native",0,0,0.2,0.4
"tamarack swamp","Trillium cernuum",6,"TRCE","Forb/Herb","Native",0,0,0.2,0.4
"tamarack swamp","Osmundastrum cinnamomeum",7,"OSCI2","Fern/fern ally","Native",2,30,0.1,0.5
"tamarack swamp","Equisetum fluviatile",7,"EQFL","Fern/fern ally","Native",0.1,5,0.1,1
"tamarack swamp","Onoclea sensibilis",7,"ONSE","Fern/fern ally","Native",0.1,4,0.1,0.5
"tamarack swamp","Thelypteris palustris",7,"THPA","Fern/fern ally","Native",0,35,0.1,0.5
"tamarack swamp","Osmunda spectabilis",7,"OSSP3","Fern/fern ally","Native",0,10,0.1,1
"tamarack swamp","Athyrium angustum",7,"ATAN2","Fern/fern ally","Native",0,0.2,0.3,0.5
"tamarack swamp","Athyrium filix-femina",7,"ATFI","Fern/fern ally","Native",0,0.2,0.1,0.5
"tamarack swamp","Dryopteris cristata",7,"DRCR4","Fern/fern ally","Native",0,0.2,0.2,0.5
"tamarack swamp","Osmunda regalis",7,"OSRE","Fern/fern ally","Native",0,0.2,0.1,0.5
"tamarack swamp","Dryopteris carthusiana",7,"DRCA11","Fern/fern ally","Native",0,0.1,0.2,0.4
"tamarack swamp","Equisetum arvense",7,"EQAR","Fern/fern ally","Native",0,0.1,0.1,0.3
"tamarack swamp","Cystopteris protrusa",7,"CYPR4","Fern/fern ally","Native",0,0,0,0.1
"tamarack swamp","Pteridium aquilinum",7,"PTAQ","Fern/fern ally","Native",0,0,0.3,1
"tamarack swamp","Woodwardia virginica",7,"WOVI","Fern/fern ally","Native",0,0,0.5,1
"tamarack swamp","Sphagnum",8,"SPHAG2","Nonvascular","Native",0,30,0,0.2
"tamarack swamp","Conocephalum conicum",8,"COCO38","Nonvascular","Native",0,0,0,0.1
"wet meadow","Salix eriocephala",1,"SAER","Tree","Native",0,4,2,5
"wet meadow","Salix petiolaris",1,"SAPE5","Tree","Native",0,4,2,5
"wet meadow","Acer saccharinum",1,"ACSA2","Tree","Native",0,3,0.1,0.5
"wet meadow","Salix interior",1,"SAIN3","Tree","Native",0,2,1,5
"wet meadow","Ulmus americana",1,"ULAM","Tree","Native",0,2,1,5
"wet meadow","Salix discolor",1,"SADI","Tree","Native",0,1.5,1,4
"wet meadow","Frangula alnus",1,"FRAL4","Tree","Introduced",0,1,1,5
"wet meadow","Ulmus americana",1,"ULAM","Tree","Native",0,0.3,0.1,0.5
"wet meadow","Salix amygdaloides",1,"SAAM2","Tree","Native",0,0.2,1,5
"wet meadow","Populus deltoides",1,"PODE3","Tree","Native",0,0.1,0.1,0.5
"wet meadow","Salix eriocephala",1,"SAER","Tree","Native",0,0.1,0.1,0.5
"wet meadow","Salix interior",1,"SAIN3","Tree","Native",0,0.1,0.1,0.5
"wet meadow","Acer negundo",1,"ACNE2","Tree","Native",0,0,0.1,0.5
"wet meadow","Acer saccharinum",1,"ACSA2","Tree","Native",0,0,1,5
"wet meadow","Salix amygdaloides",1,"SAAM2","Tree","Native",0,0,0.1,0.5
"wet meadow","Salix nigra",1,"SANI","Tree","Native",0,0,0.5,1
"wet meadow","Cornus racemosa",3,"CORA6","Shrub/Subshrub","Native",0,35,0.5,2
"wet meadow","Cornus alba",3,"COAL80","Shrub/Subshrub","Native",0,25,0.5,2
"wet meadow","Cornus obliqua",3,"COOB9","Shrub/Subshrub","Native",0,5,0.5,2
"wet meadow","Salix myricoides",3,"SAMY2","Shrub/Subshrub","Native",0,5,0.5,2
"wet meadow","Sambucus nigra",3,"SANI4","Shrub/Subshrub","Native",0,4,0.5,2
"wet meadow","Rubus idaeus",3,"RUID","Shrub/Subshrub","Native",0,2,1,2
"wet meadow","Spiraea alba",3,"SPAL2","Shrub/Subshrub","Native",0,2,0,0.3
"wet meadow","Salix sericea",3,"SASE","Shrub/Subshrub","Native",0,1.5,0.5,2
"wet meadow","Physocarpus opulifolius",3,"PHOP","Shrub/Subshrub","Native",0,1,0.5,2
"wet meadow","Rosa multiflora",3,"ROMU","Shrub/Subshrub","Introduced",0,1,0.5,2
"wet meadow","Ribes hirtellum",3,"RIHI","Shrub/Subshrub","Native",0,0.5,0,0.3
"wet meadow","Salix",3,"SALIX","Shrub/Subshrub","Unknown",0,0.4,0.5,2
"wet meadow","Spiraea alba",3,"SPAL2","Shrub/Subshrub","Native",0,0.4,0.5,1
"wet meadow","Ribes hirtellum",3,"RIHI","Shrub/Subshrub","Native",0,0.2,0.5,2
"wet meadow","Sambucus nigra",3,"SANI4","Shrub/Subshrub","Native",0,0.2,0,0.3
"wet meadow","Cornus racemosa",3,"CORA6","Shrub/Subshrub","Native",0,0.1,0,0.3
"wet meadow","Cornus",3,"CORNU","Shrub/Subshrub","Unknown",0,0,0.5,2
"wet meadow","Cornus obliqua",3,"COOB9","Shrub/Subshrub","Native",0,0,0,0.3
"wet meadow","Dasiphora fruticosa",3,"DAFR6","Shrub/Subshrub","Native",0,0,0,0.3
"wet meadow","Rubus pubescens",3,"RUPU","Shrub/Subshrub","Native",0,0,0,0.1
"wet meadow","Persicaria sagittata",4,"PESA20","Vine/Liana","Native",0,5,0.1,0.5
"wet meadow","Galium aparine",4,"GAAP2","Vine/Liana","Native",0,1.5,0.4,1
"wet meadow","Amphicarpaea bracteata",4,"AMBR2","Vine/Liana","Native",0,1,0.1,0.5
"wet meadow","Parthenocissus quinquefolia",4,"PAQU2","Vine/Liana","Native",0,0.5,0.1,0.5
"wet meadow","Apios americana",4,"APAM","Vine/Liana","Native",0,0.4,0.1,0.5
"wet meadow","Clematis virginiana",4,"CLVI5","Vine/Liana","Native",0,0.4,1,3
"wet meadow","Solanum dulcamara",4,"SODU","Vine/Liana","Introduced",0,0.3,0.1,0.5
"wet meadow","Lathyrus palustris",4,"LAPA4","Vine/Liana","Native",0,0.1,0.5,1
"wet meadow","Vitis riparia",4,"VIRI","Vine/Liana","Native",0,0.1,1,1.5
"wet meadow","Clematis virginiana",4,"CLVI5","Vine/Liana","Native",0,0,0.1,0.5
"wet meadow","Fallopia convolvulus",4,"FACO","Vine/Liana","Introduced",0,0,1,1.5
"wet meadow","Lathyrus",4,"LATHY","Vine/Liana","Unknown",0,0,0.1,0.5
"wet meadow","Toxicodendron radicans",4,"TORA2","Vine/Liana","Native",0,0,0.1,0.5
"wet meadow","Leersia oryzoides",5,"LEOR","Grass/grass-like (Graminoids)","Native",2,45,0.1,0.5
"wet meadow","Phalaris arundinacea",5,"PHAR3","Grass/grass-like (Graminoids)","Native",0.5,75,0.1,0.5
"wet meadow","Carex stricta",5,"CAST8","Grass/grass-like (Graminoids)","Native",0.1,90,0.1,0.5
"wet meadow","Calamagrostis canadensis",5,"CACA4","Grass/grass-like (Graminoids)","Native",0.1,10,0.1,0.5
"wet meadow","Typha angustifolia",5,"TYAN","Grass/grass-like (Graminoids)","Introduced",0,30,0.1,0.5
"wet meadow","Carex lacustris",5,"CALA16","Grass/grass-like (Graminoids)","Native",0,20,0.1,0.5
"wet meadow","Carex trichocarpa",5,"CATR8","Grass/grass-like (Graminoids)","Native",0,5,0.1,0.5
"wet meadow","Carex",5,"CAREX","Grass/grass-like (Graminoids)","Unknown",0,2,0.1,0.5
"wet meadow","Eleocharis palustris",5,"ELPA3","Grass/grass-like (Graminoids)","Native",0,1.5,0.1,0.4
"wet meadow","Poa palustris",5,"POPA2","Grass/grass-like (Graminoids)","Native",0,1,0.1,0.5
"wet meadow","Bromus ciliatus",5,"BRCI2","Grass/grass-like (Graminoids)","Native",0,0.5,0.4,1
"wet meadow","Glyceria striata",5,"GLST","Grass/grass-like (Graminoids)","Native",0,0.4,0.1,0.5
"wet meadow","Scirpus cyperinus",5,"SCCY","Grass/grass-like (Graminoids)","Native",0,0.4,1,1.5
"wet meadow","Carex cristatella",5,"CACR7","Grass/grass-like (Graminoids)","Native",0,0.3,0.1,0.5
"wet meadow","Carex pellita",5,"CAPE42","Grass/grass-like (Graminoids)","Native",0,0.3,0.3,0.5
"wet meadow","Carex stipata",5,"CAST5","Grass/grass-like (Graminoids)","Native",0,0.3,0.1,0.5
"wet meadow","Spartina pectinata",5,"SPPE","Grass/grass-like (Graminoids)","Native",0,0.3,0.1,0.5
"wet meadow","Carex bebbii",5,"CABE2","Grass/grass-like (Graminoids)","Native",0,0.2,0.5,1
"wet meadow","Carex comosa",5,"CACO8","Grass/grass-like (Graminoids)","Native",0,0.1,0.1,0.5
"wet meadow","Carex hystericina",5,"CAHY4","Grass/grass-like (Graminoids)","Native",0,0.1,0.3,0.5
"wet meadow","Echinochloa",5,"ECHIN4","Grass/grass-like (Graminoids)","Unknown",0,0.1,0.1,0.5
"wet meadow","Elymus virginicus",5,"ELVI3","Grass/grass-like (Graminoids)","Native",0,0.1,0.1,0.5
"wet meadow","Scirpus atrovirens",5,"SCAT2","Grass/grass-like (Graminoids)","Native",0,0.1,1,1.5
"wet meadow","Typha latifolia",5,"TYLA","Grass/grass-like (Graminoids)","Native",0,0.1,1,2
"wet meadow","Carex brunnescens",5,"CABR15","Grass/grass-like (Graminoids)","Native",0,0,0.5,1
"wet meadow","Carex prairea",5,"CAPR6","Grass/grass-like (Graminoids)","Native",0,0,0.1,0.5
"wet meadow","Cinna arundinacea",5,"CIAR2","Grass/grass-like (Graminoids)","Native",0,0,1,1.5
"wet meadow","Cyperus",5,"CYPER","Grass/grass-like (Graminoids)","Unknown",0,0,0.1,0.5
"wet meadow","Elymus trachycaulus",5,"ELTR7","Grass/grass-like (Graminoids)","Native",0,0,0.5,1
"wet meadow","Phleum pratense",5,"PHPR3","Grass/grass-like (Graminoids)","Introduced",0,0,1,1.5
"wet meadow","Poa compressa",5,"POCO","Grass/grass-like (Graminoids)","Introduced",0,0,0.1,0.5
"wet meadow","Symphyotrichum puniceum",6,"SYPU","Forb/Herb","Native",0.5,95,0.1,0.5
"wet meadow","Eupatorium perfoliatum",6,"EUPE3","Forb/Herb","Native",0.2,3,0.1,0.5
"wet meadow","Eutrochium maculatum",6,"EUMA9","Forb/Herb","Native",0.1,30,0.1,0.5
"wet meadow","Verbena hastata",6,"VEHA2","Forb/Herb","Native",0.1,2,0.1,0.5
"wet meadow","Euthamia graminifolia",6,"EUGR5","Forb/Herb","Native",0,5,0.1,0.5
"wet meadow","Impatiens capensis",6,"IMCA","Forb/Herb","Native",0,4,0.1,0.5
"wet meadow","Solidago altissima",6,"SOAL6","Forb/Herb","Native",0,4,0.1,0.5
"wet meadow","Epilobium coloratum",6,"EPCO","Forb/Herb","Native",0,3,0.1,0.5
"wet meadow","Ludwigia palustris",6,"LUPA","Forb/Herb","Native",0,3,0.1,0.1
"wet meadow","Symphyotrichum lanceolatum",6,"SYLA6","Forb/Herb","Native",0,3,0.1,0.5
"wet meadow","Pycnanthemum virginianum",6,"PYVI","Forb/Herb","Native",0,2,0.1,0.5
"wet meadow","Torilis japonica",6,"TOJA","Forb/Herb","Introduced",0,2,0.1,0.5
"wet meadow","Lycopus americanus",6,"LYAM","Forb/Herb","Native",0,1.5,0.1,0.5
"wet meadow","Penthorum sedoides",6,"PESE6","Forb/Herb","Native",0,1.5,0.1,0.5
"wet meadow","Solidago gigantea",6,"SOGI","Forb/Herb","Native",0,1.5,0.1,0.5
"wet meadow","Cirsium arvense",6,"CIAR4","Forb/Herb","Introduced",0,1,0.1,0.5
"wet meadow","Galium asprellum",6,"GAAS2","Forb/Herb","Native",0,1,0.1,0.5
"wet meadow","Iris virginica",6,"IRVI","Forb/Herb","Native",0,1,0.1,0.5
"wet meadow","Mentha arvensis",6,"MEAR4","Forb/Herb","Native",0,1,0.1,0.5
"wet meadow","Monarda fistulosa",6,"MOFI","Forb/Herb","Native",0,1,0.1,0.5
"wet meadow","Solidago",6,"SOLID","Forb/Herb","Unknown",0,1,0.1,0.5
"wet meadow","Solidago patula",6,"SOPA2","Forb/Herb","Native",0,1,0.2,0.4
"wet meadow","Urtica dioica",6,"URDI","Forb/Herb","Native",0,1,0.1,0.5
"wet meadow","Angelica atropurpurea",6,"ANAT","Forb/Herb","Native",0,0.5,0.1,0.5
"wet meadow","Asclepias incarnata",6,"ASIN","Forb/Herb","Native",0,0.5,0.1,0.5
"wet meadow","Bidens frondosa",6,"BIFR","Forb/Herb","Native",0,0.5,0.1,0.5
"wet meadow","Cirsium muticum",6,"CIMU","Forb/Herb","Native",0,0.5,0.3,1
"wet meadow","Helianthus giganteus",6,"HEGI","Forb/Herb","Native",0,0.5,0.1,0.5
"wet meadow","Zizia aurea",6,"ZIAU","Forb/Herb","Native",0,0.4,0.1,0.5
"wet meadow","Hydrocotyle americana",6,"HYAM","Forb/Herb","Native",0,0.3,0,0.1
"wet meadow","Lycopus",6,"LYCOP4","Forb/Herb","Unknown",0,0.3,0.1,0.5
"wet meadow","Thalictrum dasycarpum",6,"THDA","Forb/Herb","Native",0,0.3,0.4,1
"wet meadow","Boehmeria cylindrica",6,"BOCY","Forb/Herb","Native",0,0.2,0.3,0.5
"wet meadow","Cuscuta gronovii",6,"CUGR","Forb/Herb","Native",0,0.2,0.1,0.5
"wet meadow","Erigeron canadensis",6,"ERCA20","Forb/Herb","Introduced",0,0.2,0.5,1
"wet meadow","Mimulus ringens",6,"MIRI","Forb/Herb","Native",0,0.2,0.1,0.5
"wet meadow","Solidago canadensis",6,"SOCA6","Forb/Herb","Native",0,0.2,0.5,1
"wet meadow","Ambrosia trifida",6,"AMTR","Forb/Herb","Native",0,0.1,0.1,0.5
"wet meadow","Caltha palustris",6,"CAPA5","Forb/Herb","Native",0,0.1,0.1,0.2
"wet meadow","Galium tinctorium",6,"GATI","Forb/Herb","Native",0,0.1,0.3,0.5
"wet meadow","Geum aleppicum",6,"GEAL3","Forb/Herb","Native",0,0.1,0.4,1
"wet meadow","Lemna",6,"LEMNA","Forb/Herb","Native",0,0.1,0.1,0.5
"wet meadow","Pilea",6,"PILEA","Forb/Herb","Unknown",0,0.1,0.1,0.3
"wet meadow","Scutellaria lateriflora",6,"SCLA2","Forb/Herb","Native",0,0.1,0.1,0.5
"wet meadow","Symplocarpus foetidus",6,"SYFO","Forb/Herb","Native",0,0.1,0.1,0.5
"wet meadow","Viola blanda",6,"VIBL","Forb/Herb","Native",0,0.1,0.1,0.3
"wet meadow","Amaranthus",6,"AMARA","Forb/Herb","Unknown",0,0,0.1,0.5
"wet meadow","Anemone canadensis",6,"ANCA8","Forb/Herb","Native",0,0,0.1,0.5
"wet meadow","Bidens tripartita",6,"BITR","Forb/Herb","Native",0,0,0.1,0.5
"wet meadow","Cardamine",6,"CARDA","Forb/Herb","Unknown",0,0,0.1,0.3
"wet meadow","Chelone glabra",6,"CHGL2","Forb/Herb","Native",0,0,0.5,1
"wet meadow","Cicuta maculata",6,"CIMA2","Forb/Herb","Native",0,0,0.1,0.5
"wet meadow","Circaea canadensis",6,"CICA13","Forb/Herb","Native",0,0,0.3,0.5
"wet meadow","Cirsium",6,"CIRSI","Forb/Herb","Unknown",0,0,0.1,0.5
"wet meadow","Cirsium vulgare",6,"CIVU","Forb/Herb","Introduced",0,0,0.5,1
"wet meadow","Erigeron strigosus",6,"ERST3","Forb/Herb","Native",0,0,0.4,1
"wet meadow","Erysimum cheiranthoides",6,"ERCH9","Forb/Herb","Introduced",0,0,0.5,1
"wet meadow","Galium boreale",6,"GABO2","Forb/Herb","Native",0,0,0.1,0.3
"wet meadow","Geum canadense",6,"GECA7","Forb/Herb","Native",0,0,0.5,1
"wet meadow","Lactuca",6,"LACTU","Forb/Herb","Unknown",0,0,0.3,0.5
"wet meadow","Lepidium campestre",6,"LECA5","Forb/Herb","Introduced",0,0,0.3,0.5
"wet meadow","Lycopus uniflorus",6,"LYUN","Forb/Herb","Native",0,0,0.1,0.3
"wet meadow","Lythrum salicaria",6,"LYSA2","Forb/Herb","Introduced",0,0,0.1,0.5
"wet meadow","Micranthes pensylvanica",6,"MIPE4","Forb/Herb","Native",0,0,0.1,0.5
"wet meadow","Myosoton aquaticum",6,"MYAQ","Forb/Herb","Introduced",0,0,0.3,0.5
"wet meadow","Oenothera biennis",6,"OEBI","Forb/Herb","Native",0,0,0.5,1
"wet meadow","Oxalis stricta",6,"OXST","Forb/Herb","Native",0,0,0.4,1
"wet meadow","Packera",6,"PACKE","Forb/Herb","Native",0,0,0.1,0.5
"wet meadow","Persicaria lapathifolia",6,"PELA22","Forb/Herb","Native",0,0,0.1,0.5
"wet meadow","Persicaria punctata",6,"PEPU18","Forb/Herb","Native",0,0,0.3,0.5
"wet meadow","Potentilla norvegica",6,"PONO3","Forb/Herb","Native",0,0,0.5,1
"wet meadow","Ranunculus",6,"RANUN","Forb/Herb","Unknown",0,0,0,0.1
"wet meadow","Ranunculus pensylvanicus",6,"RAPE2","Forb/Herb","Native",0,0,0,0.1
"wet meadow","Rumex altissimus",6,"RUAL4","Forb/Herb","Native",0,0,1,1.5
"wet meadow","Rumex crispus",6,"RUCR","Forb/Herb","Introduced",0,0,0.5,1
"wet meadow","Senecio hieraciifolius",6,"SEHI3","Forb/Herb","Native",0,0,0.5,1
"wet meadow","Silene latifolia",6,"SILA21","Forb/Herb","Introduced",0,0,0.3,0.5
"wet meadow","Sium suave",6,"SISU2","Forb/Herb","Native",0,0,0.5,1
"wet meadow","Sonchus asper",6,"SOAS","Forb/Herb","Introduced",0,0,0.5,1
"wet meadow","Symphyotrichum novae-angliae",6,"SYNO2","Forb/Herb","Native",0,0,0.1,0.5
"wet meadow","Verbascum thapsus",6,"VETH","Forb/Herb","Introduced",0,0,0,0.1
"wet meadow","Vernonia missurica",6,"VEMI2","Forb/Herb","Native",0,0,0.1,0.5
"wet meadow","Onoclea sensibilis",7,"ONSE","Fern/fern ally","Native",0,20,0.1,0.5
"wet meadow","Thelypteris palustris",7,"THPA","Fern/fern ally","Native",0,3,0.1,0.5
"wet meadow","Equisetum fluviatile",7,"EQFL","Fern/fern ally","Native",0,2,0.1,0.5
"wet meadow","Persicaria",,,,,0,0.1,0,
